Area,Bedrooms,Bathrooms,Floors,YearBuilt,Price,Location_Downtown,Location_Rural,Location_Suburban,Location_Urban,Condition_Excellent,Condition_Fair,Condition_Good,Condition_Poor,Cluster
654,1,4,1,1956,640127,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2
3037,1,4,3,2010,79756,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
1909,5,4,2,1972,718043,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
4557,5,4,2,2014,230557,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
1284,2,3,3,1919,279303,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
3675,4,4,3,2003,454241,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
4841,2,3,3,1924,724075,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
3306,3,2,1,1918,541599,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1037,1,4,3,1904,545283,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
2341,1,4,1,1974,667231,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2955,1,1,2,1978,792476,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1024,2,2,2,1971,198188,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2
3450,2,4,3,1982,611032,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
4631,1,4,1,1986,174697,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2
4615,2,2,3,1926,530795,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
2868,5,3,3,1939,690360,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
4347,5,4,1,1995,445340,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2
4995,2,1,3,1925,286028,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2
3201,1,4,2,1926,743411,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
1471,2,1,3,1961,57176,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2
1666,2,1,1,1982,927742,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
3274,2,4,1,1949,826653,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2482,3,4,2,1941,508034,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1353,5,1,1,1928,563611,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
4646,4,2,1,1938,199748,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2
4236,4,2,2,1959,95177,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2
4269,3,4,3,1940,533512,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2
1074,2,3,2,1932,160623,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
3761,3,2,3,1982,575285,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1648,3,4,2,2000,502546,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2
2215,1,2,3,1982,546184,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
4354,5,3,2,1996,694467,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
2991,4,4,3,2010,297439,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
3160,2,3,2,1915,694691,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2
3624,4,4,3,1922,978735,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
3551,4,3,2,1906,145287,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
504,5,2,1,1925,169574,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1376,4,2,3,1995,830751,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2
1491,4,3,2,1911,171509,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2
4642,3,3,3,1971,397591,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
4864,5,3,3,1904,945954,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
4965,1,4,2,2005,499181,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
1135,2,2,3,1991,393288,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2
2193,4,4,2,2016,822793,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2182,2,2,1,1968,242589,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
619,1,1,3,1948,929125,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2
1330,2,4,1,1925,406459,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
4175,1,2,3,1904,538720,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2
1869,3,2,3,1921,863819,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1240,4,4,3,1978,54090,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2
616,1,4,2,1912,957278,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
3338,2,2,1,1927,468161,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1650,4,4,3,1932,876671,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2431,3,3,2,2006,53743,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2
1512,4,4,3,1922,80924,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2
2164,1,4,2,1996,191268,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2
1581,3,4,3,2006,966592,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
1012,2,2,1,1917,928247,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2
3349,3,3,1,2013,679600,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
1059,3,1,3,2016,381004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
4172,5,1,2,1929,790537,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
3843,3,3,3,1925,798378,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
4570,3,3,2,1915,279602,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
1970,4,3,3,1976,392543,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2
1080,2,2,2,1938,885227,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
2794,4,1,1,1932,887985,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
3647,4,3,3,1925,558928,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2
4749,1,2,1,1947,153976,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2179,4,1,1,1964,205183,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
4006,5,4,3,2012,687854,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
3244,5,2,3,1937,307443,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
3856,1,1,2,1901,694256,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2
4545,2,2,2,2012,111600,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1743,2,1,1,1905,624310,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2
3618,4,1,2,1945,708559,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2641,4,4,2,1949,887329,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2
3559,4,2,3,1937,874470,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
3459,2,3,2,2005,173323,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2
2765,3,4,1,1987,236110,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
2979,5,4,2,1917,694566,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
2135,3,1,1,1926,947486,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
2257,3,3,3,1940,320041,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2
4952,2,2,1,1971,638829,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
2570,3,3,2,1991,156968,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
3349,1,3,3,1973,589180,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
3751,4,3,2,1916,975775,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2
4230,1,3,3,2018,74815,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
2989,5,3,3,1961,882044,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
2131,4,1,2,1928,476573,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
3316,3,1,2,1957,518304,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
1515,5,4,3,1969,852699,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2
1848,4,1,3,1977,854700,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
3587,3,4,2,1921,688751,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
3339,1,4,1,2017,981767,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
835,4,2,2,1905,514151,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1395,3,3,3,1925,931779,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
4046,1,1,2,1938,240732,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2
1351,5,2,1,1911,246599,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
2187,5,1,2,1998,244451,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2431,5,4,3,1913,406686,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
4246,5,1,2,1921,746631,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
2927,2,3,3,1950,378756,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2068,4,4,3,1922,188307,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
4500,4,4,2,1947,138757,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
3238,2,2,3,1970,459633,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
3998,3,3,3,2003,934507,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
4413,3,4,1,1949,346753,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2
1566,5,3,1,1988,939217,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
4880,1,1,1,1912,304200,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2
2944,3,3,1,1984,597933,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
4607,1,4,3,2004,506089,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2
3873,4,2,2,1909,769918,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
4469,1,4,3,2016,374377,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2
3046,4,3,3,1954,423587,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2
1253,2,3,3,2022,204473,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2582,2,4,2,1908,844203,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2
3274,5,3,1,1978,517667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
3396,3,1,3,1951,522650,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
4685,5,4,3,1901,510665,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1275,4,2,1,1924,414745,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
2125,5,4,3,1912,535820,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
3569,1,1,2,1997,445158,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
917,4,1,3,1950,725748,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
614,2,1,3,1957,961656,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1116,3,1,1,1933,657539,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
4474,4,1,3,1934,631330,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2
3767,4,2,3,2001,890172,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
1325,1,3,2,1902,246945,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
2016,3,1,1,2005,621312,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
3646,2,1,1,2019,728810,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
912,4,4,2,1958,631253,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1228,4,2,3,1969,322201,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
3848,1,2,1,2018,798609,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
3308,5,3,1,1947,845415,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
1175,2,2,3,1963,442613,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2
3965,3,4,3,2012,594283,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
3004,4,4,1,1918,164587,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
3467,4,3,3,1966,283076,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
3286,2,4,1,1981,796988,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
1622,5,1,3,2002,520897,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
4579,4,1,3,1972,88886,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2
2071,2,4,2,2015,401169,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
2643,1,3,3,1975,539788,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
2187,5,2,2,1904,145149,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2
4632,3,3,3,1966,668308,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2
4351,4,2,1,1910,576961,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
3940,2,4,1,2020,913945,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
4266,1,4,3,1993,73466,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2
2826,3,1,3,1967,287626,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
3414,2,2,1,1968,928977,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
4452,2,3,3,1900,559966,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2
1095,3,4,2,1990,624694,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1228,1,3,2,1991,446904,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1865,1,1,2,1962,643572,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2
4992,5,2,2,1928,810006,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1198,4,2,2,1981,951011,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
895,3,4,3,1911,587953,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
4671,3,2,3,1976,594929,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
4860,3,4,2,1940,475716,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2
3002,1,1,3,1901,610085,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
2319,4,2,3,1936,790126,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2
1217,5,4,2,1944,358094,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
3282,2,3,3,1979,992550,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
4077,2,4,3,1947,965986,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2
643,3,2,3,1923,676627,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
3640,4,1,2,1998,687719,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2
4991,1,2,3,1921,282275,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
3438,4,2,1,1999,452854,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2
4136,4,4,1,1910,857605,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2
3722,1,3,2,2018,718582,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1667,3,2,1,1957,231136,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2
3116,4,3,2,1945,218082,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2
1562,2,4,1,1928,303301,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2656,1,3,1,1934,592383,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2
3482,5,4,1,2011,173554,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2
3794,3,1,2,2017,444655,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2
1656,1,3,2,1914,962046,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
1232,5,3,3,1959,809277,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
4830,5,1,2,1994,528766,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2
1453,4,3,1,1941,972879,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
3039,4,1,1,2004,663311,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
3824,4,2,2,1942,681469,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
3801,1,4,2,1979,272310,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
2042,1,1,2,1973,857032,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1691,3,3,3,1948,838898,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2
3493,4,1,1,1963,830637,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2
3181,5,3,3,1931,549344,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2
1717,2,2,3,1963,750457,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2040,3,1,1,2014,946366,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
3736,1,2,1,1901,627564,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
2886,3,4,2,1923,493333,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
4219,3,3,2,1986,490187,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1888,3,3,3,1965,319072,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
2356,3,2,2,1937,891741,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1865,2,4,2,1930,255719,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
999,4,1,1,2014,746248,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
2180,5,1,1,2003,800385,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1010,3,3,2,1925,749192,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2
4812,3,2,1,1928,166196,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1824,3,2,2,1966,59404,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2
1655,4,1,1,2021,476855,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
2327,1,4,1,1977,783478,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
3641,1,4,1,1924,503814,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
3986,2,1,1,1947,687475,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
2310,1,1,2,1964,946881,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
3423,3,2,3,1952,601972,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2714,3,4,1,1966,642879,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2
4686,3,1,2,2017,431965,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
1213,2,1,2,1989,783082,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
4102,3,3,1,1917,314826,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
4634,1,1,3,1908,161186,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
4022,4,1,1,1937,817469,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
4768,4,4,2,1986,596120,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1743,5,2,3,1920,591285,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2
4209,1,4,2,2020,346784,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
1581,3,2,1,1964,520098,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2
955,4,3,3,1920,90491,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
1394,1,1,2,1926,113043,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2
1884,4,3,2,2005,948607,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
2458,3,2,2,2022,178568,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2
3572,4,4,1,1969,426394,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
2496,5,4,3,2018,647013,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
4785,5,3,1,1943,178131,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
1004,4,2,1,1999,95520,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1714,1,3,1,1927,375063,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2
2031,1,3,3,1944,684157,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
3940,1,1,1,1916,638730,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1323,4,3,1,2022,835313,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
1428,1,1,1,1939,202842,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
633,3,1,1,2021,417390,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2
2605,5,4,2,2015,752858,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
4127,3,1,1,1902,421831,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2
2352,1,1,2,1975,572485,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2
4675,3,4,1,2002,697735,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
3433,1,3,3,1975,635765,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
3784,4,2,2,1965,574532,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
4798,3,2,2,2019,915885,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
3311,4,2,2,1945,500953,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
1750,4,3,2,1985,227561,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2
4012,2,1,3,1986,964394,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
1756,1,2,1,1929,907735,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
3876,5,3,2,1968,340534,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2
3986,1,1,3,1908,584535,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
4084,5,4,2,1984,250123,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1896,1,2,1,1910,765079,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2
4137,4,1,2,1968,477894,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2
3830,3,2,3,1998,531018,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
3203,3,2,1,1990,257358,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2
970,2,2,3,2012,866015,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1853,5,1,1,1965,566456,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2
3283,5,3,1,1987,189148,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2
3331,5,1,1,1930,985510,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
857,4,2,2,1932,196123,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
3519,5,1,3,1938,447530,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2
1167,3,4,3,1993,602958,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2
4968,4,3,3,1945,543973,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1645,1,1,1,1936,961352,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
4685,5,4,2,2014,60236,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
4219,5,3,1,1991,85568,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2
3245,1,4,3,1959,681615,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2
1039,5,3,2,1930,305745,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2
3279,1,1,2,1910,422332,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
4636,4,4,2,1986,535119,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2
4275,3,2,3,2020,328496,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
3008,1,4,2,1901,700009,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
3279,2,3,2,2003,309291,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1424,1,1,1,2004,488866,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
3456,5,3,1,1926,453562,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2
2081,4,4,2,1998,730516,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
3824,4,4,2,1901,105904,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2
4985,1,2,1,2002,981539,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
755,3,1,1,2000,958573,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2
2338,2,1,1,1920,328252,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2
2444,4,4,3,1957,572247,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
509,5,1,3,1904,839285,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2
3371,5,2,1,1951,396300,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2
1297,3,3,2,1944,316320,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2
1515,4,1,1,1984,674747,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2324,1,4,3,1992,469136,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
4969,5,3,2,1919,235922,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
3636,3,3,3,1960,187901,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
2693,4,2,2,1937,173225,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
723,4,4,3,1919,543406,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2
4658,4,1,2,2013,810135,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2
